Link,n_hits,all_links,category,id,url,hs_path,profile,permalink,created_at,sic_code,service_area,hours,products,services,brands,specialities,established,employee_cnt,payment_method,diplomas,licenses,memberships,liability_insurance,bonded,project_rate,project_minimum,written_contract,written_warranty,warranty_terms,parent_company_id,name,total_number_of_reviews_cache,total_number_of_approved_reviews_cache,number_of_photos_cache,avg_rating_cache,categories_info_cache,savings_count,fraudulent,fraudulent_count,total_number_of_pending_reviews_cache,images_count,bully,secret,replied_to_at_least_one_review_cache,latest_approved_review_created_at,has_set_tasks,lead_purchase_eligible,service_area_id,star_score,quote_button_category,direct_phone,direct_contact,claimed_at,completion_percent_cache
https://homestars.com/on/orleans/furniture,23,"c(""https://homestars.com/on/orleans/furniture?&page=2&"", ""https://homestars.com/on/orleans/furniture?&page=3&"")",Furniture,2798518,NA,/companies/2798518-directbuy-of-ottawa?searched_category_id=364&service_area=1862194,All members of DirectBuy of Ottawa gain immediate access to confidential dealer prices of savings up to 50% on over 500 top brand names in home supplies for your renovation needs.,directbuy-of-ottawa,2012-06-06T23:13:16.000-04:00,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1861570,Direct Buy Of Ottawa,2,2,0,9,"Furniture, Bedroom Furniture, Office Furniture, Furniture Store, Kid Furniture, Patio Furniture, Baby Furniture, Contemporary Furniture, Dining Room Furniture, furniture stores, the furniture store, furniture store, furniture shops, office furniture, patio furniture, home furnishings, the furniture warehouse, warehouse furniture, furniture warehouse, home furniture, furniture shop, bedroom furniture, furniture bedroom, home decorating, outdoor furniture, room furniture, room to room furniture, outside furniture, used furniture, bed furniture, house furniture, city furniture, furniture city, outlet furniture, furniture outlet, wood furniture, furniture for sale, furniture sale, sale furniture, furniture on sale, out door furniture, cheap furniture, furniture cheap, furnitures, sofa furniture, furniture modern, modern furniture, furniture discount, discount furniture, old furniture, furniture outlets, ,",0,FALSE,0,0,0,FALSE,3e86f586b3107a6d46491cb7e8eb3ad423935e49,FALSE,2014-11-20T07:18:50.000-05:00,FALSE,FALSE,1862194,64.3756759225,364,NA,NA,NA,NA
https://homestars.com/on/orleans/furniture,23,"c(""https://homestars.com/on/orleans/furniture?&page=2&"", ""https://homestars.com/on/orleans/furniture?&page=3&"")",Furniture,2699827,NA,/companies/2699827-valley-squire-furniture?searched_category_id=364&service_area=1713031,NA,valley-squire-furniture,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1762879,Valley Squire Furniture,11,7,0,5.85714,"Furniture, Bedroom Furniture, Office Furniture, Furniture Store, Kid Furniture, Patio Furniture, Baby Furniture, Contemporary Furniture, Dining Room Furniture, furniture stores, the furniture store, furniture store, furniture shops, office furniture, patio furniture, home furnishings, the furniture warehouse, warehouse furniture, furniture warehouse, home furniture, furniture shop, bedroom furniture, furniture bedroom, home decorating, outdoor furniture, room furniture, room to room furniture, outside furniture, used furniture, bed furniture, house furniture, city furniture, furniture city, outlet furniture, furniture outlet, wood furniture, furniture for sale, furniture sale, sale furniture, furniture on sale, out door furniture, cheap furniture, furniture cheap, furnitures, sofa furniture, furniture modern, modern furniture, furniture discount, discount furniture, old furniture, furniture outlets, ,",0,FALSE,0,0,0,FALSE,ae3e08e012cacea3ab319dc1524997c81956b340,FALSE,2018-01-01T21:25:38.000-05:00,FALSE,FALSE,1713031,60.2395445166,364,NA,NA,2013-01-09T14:43:41.000-05:00,NA
https://homestars.com/on/orleans/furniture,23,"c(""https://homestars.com/on/orleans/furniture?&page=2&"", ""https://homestars.com/on/orleans/furniture?&page=3&"")",Furniture,2797012,NA,/companies/2797012-outside-the-box?searched_category_id=364&service_area=1859981,,outside-the-box,2012-04-04T08:43:14.000-04:00,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1860064,Outside The Box,0,0,0,NA,"Furniture, Bedroom Furniture, Office Furniture, Furniture Store, Kid Furniture, Patio Furniture, Baby Furniture, Contemporary Furniture, Dining Room Furniture, furniture stores, the furniture store, furniture store, furniture shops, office furniture, patio furniture, home furnishings, the furniture warehouse, warehouse furniture, furniture warehouse, home furniture, furniture shop, bedroom furniture, furniture bedroom, home decorating, outdoor furniture, room furniture, room to room furniture, outside furniture, used furniture, bed furniture, house furniture, city furniture, furniture city, outlet furniture, furniture outlet, wood furniture, furniture for sale, furniture sale, sale furniture, furniture on sale, out door furniture, cheap furniture, furniture cheap, furnitures, sofa furniture, furniture modern, modern furniture, furniture discount, discount furniture, old furniture, furniture outlets, ,",0,FALSE,0,0,0,FALSE,bf9ec52241a39eff6b691c405182e8a9ec42e653,FALSE,NA,FALSE,FALSE,1859981,0,364,NA,NA,2012-04-04T08:43:15.000-04:00,NA
https://homestars.com/on/orleans/furniture,23,"c(""https://homestars.com/on/orleans/furniture?&page=2&"", ""https://homestars.com/on/orleans/furniture?&page=3&"")",Furniture,2788701,NA,/companies/2788701-structube-nepean?searched_category_id=364&service_area=1847141,"Structube is a specialty retailer of contemporary and modern home furnishings and accessories, offering exclusive designs at affordable prices. Since it first opened as a family business more than 35 years ago, the company has featured handpicked products from around the world that reflect today's modern lifestyle. ",structube-nepean,2011-07-05T12:37:28.000-04:00,NA,,"Mon-Wed 10am-6pm, Thur-Fri 10am-9pm, Sat 10am-6pm, Sun 12pm-5pm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1851753,Structube Nepean,0,0,0,NA,"Furniture, Bedroom Furniture, Office Furniture, Furniture Store, Kid Furniture, Patio Furniture, Baby Furniture, Contemporary Furniture, Dining Room Furniture, furniture stores, the furniture store, furniture store, furniture shops, office furniture, patio furniture, home furnishings, the furniture warehouse, warehouse furniture, furniture warehouse, home furniture, furniture shop, bedroom furniture, furniture bedroom, home decorating, outdoor furniture, room furniture, room to room furniture, outside furniture, used furniture, bed furniture, house furniture, city furniture, furniture city, outlet furniture, furniture outlet, wood furniture, furniture for sale, furniture sale, sale furniture, furniture on sale, out door furniture, cheap furniture, furniture cheap, furnitures, sofa furniture, furniture modern, modern furniture, furniture discount, discount furniture, old furniture, furniture outlets, ,",0,FALSE,0,0,0,FALSE,679d589391f22237c551a7f81872c06d6ccfbcce,FALSE,NA,FALSE,FALSE,1847141,0,364,NA,NA,2011-07-05T12:37:29.000-04:00,NA
https://homestars.com/on/orleans/furniture,23,"c(""https://homestars.com/on/orleans/furniture?&page=2&"", ""https://homestars.com/on/orleans/furniture?&page=3&"")",Furniture,2912134,https://dufresne.ca/,/companies/2912134-dufresne-furniture-appliances-ottawa-hunt-club?searched_category_id=364&service_area=2154889,"Dufresne Furniture & Appliances is Western Canada’s largest independent furniture retailer with 14 locations. Dufresne offers a full array of furniture, mattresses, appliances and home accents so that you can find the perfect fit your life and style!",dufresne-furniture-appliances-ottawa-hunt-club,2018-03-12T18:16:15.000-04:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1974319,Dufresne Furniture & Appliances   Ottawa Hunt Club,0,0,1,NA,"Furniture, Bedroom Furniture, Office Furniture, Furniture Store, Kid Furniture, Patio Furniture, Baby Furniture, Contemporary Furniture, Dining Room Furniture, furniture stores, the furniture store, furniture store, furniture shops, office furniture, patio furniture, home furnishings, the furniture warehouse, warehouse furniture, furniture warehouse, home furniture, furniture shop, bedroom furniture, furniture bedroom, home decorating, outdoor furniture, room furniture, room to room furniture, outside furniture, used furniture, bed furniture, house furniture, city furniture, furniture city, outlet furniture, furniture outlet, wood furniture, furniture for sale, furniture sale, sale furniture, furniture on sale, out door furniture, cheap furniture, furniture cheap, furnitures, sofa furniture, furniture modern, modern furniture, furniture discount, discount furniture, old furniture, furniture outlets, ,",0,FALSE,0,0,2,FALSE,be3f0c01e89d46ced377c14c662b00c41d05df88,FALSE,NA,TRUE,FALSE,2154889,0,364,NA,NA,2018-03-14T09:17:19.000-04:00,0
https://homestars.com/on/orleans/furniture,23,"c(""https://homestars.com/on/orleans/furniture?&page=2&"", ""https://homestars.com/on/orleans/furniture?&page=3&"")",Furniture,2611835,NA,/companies/2611835-mattress-mart?searched_category_id=364&service_area=1625039,NA,mattress-mart,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1674887,Mattress Mart,1,1,0,10,"Furniture, Bedroom Furniture, Office Furniture, Furniture Store, Kid Furniture, Patio Furniture, Baby Furniture, Contemporary Furniture, Dining Room Furniture, furniture stores, the furniture store, furniture store, furniture shops, office furniture, patio furniture, home furnishings, the furniture warehouse, warehouse furniture, furniture warehouse, home furniture, furniture shop, bedroom furniture, furniture bedroom, home decorating, outdoor furniture, room furniture, room to room furniture, outside furniture, used furniture, bed furniture, house furniture, city furniture, furniture city, outlet furniture, furniture outlet, wood furniture, furniture for sale, furniture sale, sale furniture, furniture on sale, out door furniture, cheap furniture, furniture cheap, furnitures, sofa furniture, furniture modern, modern furniture, furniture discount, discount furniture, old furniture, furniture outlets, ,",0,FALSE,0,0,0,FALSE,NA,FALSE,2013-11-04T12:18:25.000-05:00,FALSE,FALSE,1625039,44.5741758242,364,NA,NA,NA,NA
https://homestars.com/on/orleans/furniture,23,"c(""https://homestars.com/on/orleans/furniture?&page=2&"", ""https://homestars.com/on/orleans/furniture?&page=3&"")",Furniture,226937,http://www.hbc.com,/companies/226937-the-bay?searched_category_id=364&service_area=1816988,"Sophisticated, casual, indoors or out: the Bay has furnishings to suit your style.",the-bay,2006-05-05T20:00:00.000-04:00,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,77727,The Bay,1,1,0,8,"Furniture, Bedroom Furniture, Office Furniture, Furniture Store, Kid Furniture, Patio Furniture, Baby Furniture, Contemporary Furniture, Dining Room Furniture, furniture stores, the furniture store, furniture store, furniture shops, office furniture, patio furniture, home furnishings, the furniture warehouse, warehouse furniture, furniture warehouse, home furniture, furniture shop, bedroom furniture, furniture bedroom, home decorating, outdoor furniture, room furniture, room to room furniture, outside furniture, used furniture, bed furniture, house furniture, city furniture, furniture city, outlet furniture, furniture outlet, wood furniture, furniture for sale, furniture sale, sale furniture, furniture on sale, out door furniture, cheap furniture, furniture cheap, furnitures, sofa furniture, furniture modern, modern furniture, furniture discount, discount furniture, old furniture, furniture outlets, ,",0,FALSE,0,0,0,FALSE,NA,FALSE,2013-05-18T15:30:36.000-04:00,FALSE,FALSE,1816988,26.039010989,364,NA,NA,NA,NA
https://homestars.com/on/orleans/furniture,23,"c(""https://homestars.com/on/orleans/furniture?&page=2&"", ""https://homestars.com/on/orleans/furniture?&page=3&"")",Furniture,2662560,NA,/companies/2662560-classic-rattan?searched_category_id=364&service_area=1675764,NA,classic-rattan,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1725612,Classic Rattan,1,1,0,8,"Furniture, Bedroom Furniture, Office Furniture, Furniture Store, Kid Furniture, Patio Furniture, Baby Furniture, Contemporary Furniture, Dining Room Furniture, furniture stores, the furniture store, furniture store, furniture shops, office furniture, patio furniture, home furnishings, the furniture warehouse, warehouse furniture, furniture warehouse, home furniture, furniture shop, bedroom furniture, furniture bedroom, home decorating, outdoor furniture, room furniture, room to room furniture, outside furniture, used furniture, bed furniture, house furniture, city furniture, furniture city, outlet furniture, furniture outlet, wood furniture, furniture for sale, furniture sale, sale furniture, furniture on sale, out door furniture, cheap furniture, furniture cheap, furnitures, sofa furniture, furniture modern, modern furniture, furniture discount, discount furniture, old furniture, furniture outlets, ,",0,FALSE,0,0,0,FALSE,NA,FALSE,2011-03-27T14:11:02.000-04:00,FALSE,FALSE,1675764,41.2033739095,364,NA,NA,NA,NA
https://homestars.com/on/orleans/furniture,23,"c(""https://homestars.com/on/orleans/furniture?&page=2&"", ""https://homestars.com/on/orleans/furniture?&page=3&"")",Furniture,2693325,NA,/companies/2693325-rhubarb-home?searched_category_id=364&service_area=1706529,NA,rhubarb-home,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1756377,Rhubarb Home,0,0,0,NA,"Furniture, Bedroom Furniture, Office Furniture, Furniture Store, Kid Furniture, Patio Furniture, Baby Furniture, Contemporary Furniture, Dining Room Furniture, furniture stores, the furniture store, furniture store, furniture shops, office furniture, patio furniture, home furnishings, the furniture warehouse, warehouse furniture, furniture warehouse, home furniture, furniture shop, bedroom furniture, furniture bedroom, home decorating, outdoor furniture, room furniture, room to room furniture, outside furniture, used furniture, bed furniture, house furniture, city furniture, furniture city, outlet furniture, furniture outlet, wood furniture, furniture for sale, furniture sale, sale furniture, furniture on sale, out door furniture, cheap furniture, furniture cheap, furnitures, sofa furniture, furniture modern, modern furniture, furniture discount, discount furniture, old furniture, furniture outlets, ,",0,FALSE,0,0,0,FALSE,NA,FALSE,NA,FALSE,FALSE,1706529,0,364,NA,NA,NA,NA
https://homestars.com/on/orleans/furniture,23,"c(""https://homestars.com/on/orleans/furniture?&page=2&"", ""https://homestars.com/on/orleans/furniture?&page=3&"")",Furniture,2584307,NA,/companies/2584307-hauser-company-store?searched_category_id=364&service_area=1597511,NA,hauser-company-store,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1647359,Hauser Company Store,0,0,0,NA,"Furniture, Bedroom Furniture, Office Furniture, Furniture Store, Kid Furniture, Patio Furniture, Baby Furniture, Contemporary Furniture, Dining Room Furniture, furniture stores, the furniture store, furniture store, furniture shops, office furniture, patio furniture, home furnishings, the furniture warehouse, warehouse furniture, furniture warehouse, home furniture, furniture shop, bedroom furniture, furniture bedroom, home decorating, outdoor furniture, room furniture, room to room furniture, outside furniture, used furniture, bed furniture, house furniture, city furniture, furniture city, outlet furniture, furniture outlet, wood furniture, furniture for sale, furniture sale, sale furniture, furniture on sale, out door furniture, cheap furniture, furniture cheap, furnitures, sofa furniture, furniture modern, modern furniture, furniture discount, discount furniture, old furniture, furniture outlets, ,",0,FALSE,0,0,0,FALSE,NA,FALSE,NA,FALSE,FALSE,1597511,0,364,NA,NA,NA,NA
