Link,n_hits,all_links,category,id,url,hs_path,profile,permalink,created_at,sic_code,service_area,hours,products,services,brands,specialities,established,employee_cnt,payment_method,diplomas,licenses,memberships,liability_insurance,bonded,project_rate,project_minimum,written_contract,written_warranty,warranty_terms,parent_company_id,name,total_number_of_reviews_cache,total_number_of_approved_reviews_cache,number_of_photos_cache,avg_rating_cache,categories_info_cache,savings_count,subdomain,fraudulent,fraudulent_count,total_number_of_pending_reviews_cache,images_count,bully,secret,replied_to_at_least_one_review_cache,latest_approved_review_created_at,has_set_tasks,lead_purchase_eligible,service_area_id,star_score,quote_button_category,direct_phone,direct_contact,claimed_at,completion_percent_cache
https://homestars.com/on/mechanicsville/paving-contractors,59,"c(""https://homestars.com/on/mechanicsville/paving-contractors?&page=2&"", ""https://homestars.com/on/mechanicsville/paving-contractors?&page=3&"", ""https://homestars.com/on/mechanicsville/paving-contractors?&page=4&"", ""https://homestars.com/on/mechanicsville/paving-contractors?&page=5&"", ""https://homestars.com/on/mechanicsville/paving-contractors?&page=6&"")",Paving Contractors,2805476,http://www.bulgaripaving.ca,/companies/2805476-bulgari-paving?searched_category_id=413&service_area=1872492,"At Bulgari Paving we understand you are looking for somebody to do a good job and guide you through the process so you know exactly what you are paying for.

We pride ourselves on giving the customer the best possible experience when dealing with a contractor. We know you go into your contractor search unsure of what to expect, that’s why we guarantee to be there well after you hand us a cheque.
",bulgari-paving,2013-01-30T18:20:35.000-05:00,NA,NA,"By Appointment, any-time",,,,,NA,NA,,,,,FALSE,FALSE,,,FALSE,FALSE,,1868476,Bulgari Paving,101,94,3,9.98936,"Paving Contractors, Paver, Asphalt Paving, Paving Stones, Paving Commercial Paving, Asphalt Paving Material, Driveway Paving, residential paving, what is asphalt, asphalt, paving, slabs, pavers, driveway, paver, driveways, pavements, patios, tarmac, paving pavers, asfalt, blacktop, paving stones, paver stones, paving stone, stone paving, stamped concrete, flagstones, paving slabs, patio designs, concrete slabs, block paving, patio design, paving slab, patio ideas, paving flags, asphalt pavement, concrete driveway, driveway concrete, concrete patio, concrete calculator, paving asphalt, asphalt paving, asphalt and paving, concrete contractors, concrete contractors in, concrete driveways, patio pavers, concrete contractor, concrete pavers, seal coating, paving concrete, concrete paving, paving and concrete, paving or concrete, paver patio, sealcoating, paving blocks, ,Concrete Contractors, Impressed concrete, poured concrete, stamped concrete, radiant heating, concrete floors, contractors, concrete repair, concrete in, masonry, asphalt, paving, pavers, in the driveway, driveway, construction companies, driveways, block of concrete, concrete block, concrete mix, concret, concrete blocks, concrete slab, cost of concrete, concrete cost, concrete wall, price of concrete, concrete price, concrete stain, stamped concrete, concrete prices, repair concrete, how to repair concrete, repair of concrete, concrete repair, concrete slabs, decorative concrete, concrete decorative, staining concrete, concrete staining, concrete walls, countertop concrete, concrete countertops, patio ideas, cement companies, ready mix concrete, concrete ready mix, slabjack, slabjacking, mudjack, mudjacking, Driveway, caulking,,Interlocking Stone, Interlocking Tile, Stone, tiles for, landscaping, paving, pavers, paver, stone step, wall stone, stone wall, landscape design, patios, interlock, retaining wall, stepping stones, interlocking, landscaping ideas, retaining walls, paving stones, paver stones, pavers stones, pavers and stones, stones pavers, stones and pavers, flagstone, concrete design, landscapers, natural stone, paving stone, stone paving, stone paving stone, walls stone, patio designs, stone and tiles, tiles and stone, stone flagstones, slate tiles, slate tile, stone veneer, pavers stone, stone and pavers, stone pavers, paver stone, stone paver, concrete driveway, stone brick, stone and brick, brick and stone, stone flooring, stone patio, stone for patio,,Landscape Contractors & Designers, Landscape Contractor Designer, Landscape Design, Landscape Contractor, Landscapers, Landscaping, Landscape, Backyard, patio, Fountain, Ponds and Waterfalls, garden, gardens, landscape, how to landscape, landscaping and, landscape garden, garden landscape, gardening, landscape gardens, pavers, garden design, design a garden, design for garden, design garden, how to design garden, lawn maintenance, how to design landscape, design landscape, landscape and design, design and landscape, how to design a landscape, landscape design, design a landscape, patios, architects landscape, landscape architects, garden designs, lawn service, garden landscaping, landscaping garden, landscape lighting, garden designer, designer garden,,landscapemakeover of backyard and improve front yard
build fence, landscape, Landscaping, retaining wall, grading,",1,bulgaripaving,FALSE,0,0,3,FALSE,89e9a6eb330b39bfcb0fa77a3abc70899f0b000d,TRUE,2020-09-04T16:29:43.000-04:00,TRUE,TRUE,1872492,95.9295322417,413,NA,NA,NA,NA
https://homestars.com/on/mechanicsville/paving-contractors,59,"c(""https://homestars.com/on/mechanicsville/paving-contractors?&page=2&"", ""https://homestars.com/on/mechanicsville/paving-contractors?&page=3&"", ""https://homestars.com/on/mechanicsville/paving-contractors?&page=4&"", ""https://homestars.com/on/mechanicsville/paving-contractors?&page=5&"", ""https://homestars.com/on/mechanicsville/paving-contractors?&page=6&"")",Paving Contractors,2889663,https://www.bulldogsealingasphalt.com/,/companies/2889663-bulldog-sealing-and-asphalt-repair?searched_category_id=413&service_area=2102071,"Bulldog Sealing and Asphalt Repair is a family owned and operated business, created in 2010 by Dany Jacob.

We offer a wide variety of quality landscaping and paving services at an economical rate
Bulldog Sealing and Asphalt Repair is serving Ottawa, Kanata, Greely, Manotick, Orleans, Gatineau, Osgoode, Gloucester, Nepean, and more. We do Asphalt sealing, Repairs, Cutouts, Rubberized Crack Filling, Crack, Oil Stains Removal, Garage Lip, Ramps, Paving, Driveway Extensions, landscaping services, Lawn Core Aeration, Sealing, free estimate, Asphaltis, residential, commercial , Parking Lot Extensions, Interlock, landscaping services, landscaping, trimming cedar hedges, interlock sealing, river wash, top soil, and sod.

Bulldog Sealing and Asphalt Repair, Offer commercial and residential services, Asphalt sealing, Hot Asphalt Repairs and Cutouts, Hot Rubberized Crack Filling, Crack Repairs and Oil Stains Removal, Garage Lip / Ramps, Asphalt Paving and Driveway Extensions, Wide range of landscaping services. Lawn Core Aeration services.

Call Today for a Free Estimate on Your Project at 6138534474!",bulldog-sealing-and-asphalt-repair,2016-08-18T11:08:03.000-04:00,NA,NA,NA,,,,,2010,2,"Cheques, Paypal, E-transfer",,,,TRUE,FALSE,,,TRUE,FALSE,Yes (see further for details),1952087,Bulldog Sealing And Asphalt Repair,52,46,25,9.95652,"Paving Contractors, Paver, Asphalt Paving, Paving Stones, Paving Commercial Paving, Asphalt Paving Material, Driveway Paving, residential paving, what is asphalt, asphalt, paving, slabs, pavers, driveway, paver, driveways, pavements, patios, tarmac, paving pavers, asfalt, blacktop, paving stones, paver stones, paving stone, stone paving, stamped concrete, flagstones, paving slabs, patio designs, concrete slabs, block paving, patio design, paving slab, patio ideas, paving flags, asphalt pavement, concrete driveway, driveway concrete, concrete patio, concrete calculator, paving asphalt, asphalt paving, asphalt and paving, concrete contractors, concrete contractors in, concrete driveways, patio pavers, concrete contractor, concrete pavers, seal coating, paving concrete, concrete paving, paving and concrete, paving or concrete, paver patio, sealcoating, paving blocks, ,",0,NA,FALSE,0,1,26,FALSE,50df17c2c6483b926b48420acc246d7884af9f94,TRUE,2022-11-14T11:18:38.000-05:00,TRUE,TRUE,2102071,98.6147939624,413,NA,NA,2017-04-13T00:38:03.000-04:00,0
https://homestars.com/on/mechanicsville/paving-contractors,59,"c(""https://homestars.com/on/mechanicsville/paving-contractors?&page=2&"", ""https://homestars.com/on/mechanicsville/paving-contractors?&page=3&"", ""https://homestars.com/on/mechanicsville/paving-contractors?&page=4&"", ""https://homestars.com/on/mechanicsville/paving-contractors?&page=5&"", ""https://homestars.com/on/mechanicsville/paving-contractors?&page=6&"")",Paving Contractors,2958377,https://www.signatureasphaltmaintenance.ca,/companies/2958377-signature-asphalt-maintenance?searched_category_id=413&service_area=2258211,"Our Company: Signature Asphalt Maintenance Inc is locally owned and operated, serving the Ottawa region  and surroundings. We take pride in offering a multitude of Asphalt services making us the go to company for all your asphalt needs. Our knowledgeable representative will help you find the proper maintenance plan or solution to your  Asphalt  needs. 
Our dedicated crews will ensure we deliver the best possible services making you a repeat customer. Your satisfaction is important  to us as no company may grow without loyal customers.

Mission Statement: Establishing long lasting relationships with homeowners and property managers by providing the best possible cost effective solutions for all their asphalt needs.",signature-asphalt-maintenance,2021-07-27T11:17:39.000-04:00,NA,NA,NA,,"Paving, Asphalt Repairs and patching, Sealing, Line painting, Crack repairs, Parking lot cleaning",,,2019,12,"Etransfers,  Cheques, Cash",,,Better Business Bureau,TRUE,TRUE,,$300.00,TRUE,FALSE,,2020354,Signature Asphalt Maintenance,2,2,1,10,"Paving Contractors, Paver, Asphalt Paving, Paving Stones, Paving Commercial Paving, Asphalt Paving Material, Driveway Paving, residential paving, what is asphalt, asphalt, paving, slabs, pavers, driveway, paver, driveways, pavements, patios, tarmac, paving pavers, asfalt, blacktop, paving stones, paver stones, paving stone, stone paving, stamped concrete, flagstones, paving slabs, patio designs, concrete slabs, block paving, patio design, paving slab, patio ideas, paving flags, asphalt pavement, concrete driveway, driveway concrete, concrete patio, concrete calculator, paving asphalt, asphalt paving, asphalt and paving, concrete contractors, concrete contractors in, concrete driveways, patio pavers, concrete contractor, concrete pavers, seal coating, paving concrete, concrete paving, paving and concrete, paving or concrete, paver patio, sealcoating, paving blocks, ,",0,signatureasphaltmaintenance,FALSE,0,0,2,FALSE,7f8cfc5eda50ac1d9a75edb48dd222ccd1999365,TRUE,NA,TRUE,TRUE,2258211,88.3844173057,413,NA,NA,2022-02-10T13:14:15.000-05:00,0
https://homestars.com/on/mechanicsville/paving-contractors,59,"c(""https://homestars.com/on/mechanicsville/paving-contractors?&page=2&"", ""https://homestars.com/on/mechanicsville/paving-contractors?&page=3&"", ""https://homestars.com/on/mechanicsville/paving-contractors?&page=4&"", ""https://homestars.com/on/mechanicsville/paving-contractors?&page=5&"", ""https://homestars.com/on/mechanicsville/paving-contractors?&page=6&"")",Paving Contractors,2939915,https://canark.ca/,/companies/2939915-canark-paving?searched_category_id=413&service_area=2217872,"Canark Paving started with humble beginnings. Chris, at a young age, started his company with only himself as the sole employee knocking door to door selling driveway sealing service. Over time, Canark Paving has become the biggest provider of driveway sealing in the city with 5 employees. The company started to grow and inevitably, working with asphalt is the next step. Canark Paving did driveway cut-outs, repairing only parts of the driveway that were visibly damaged. They did mostly small paving repair jobs such as pothole repairs, commercial parking lot repairs, and asphalt ramps. Meanwhile, Canark Paving also had interlock projects on the interim. Fast forward to 2020, Canark Paving has grown with 20 employees running the sealing, interlock, and paving divisions. It has become a trusted paving company in Ottawa by focusing on customer experience and high-quality workmanship. We are proud to be the highest rated paving company in Ottawa as well as being accredited with the Better Business Bureau (BBB), Yellowpages, Homestars and Google My Business verified. We know how important it is for our customers to choose an honest and reliable company which is why we ensure that we are a verified paving company.
Canark Paving provides quality service from the beginning to the end. From the moment you speak to our customer service agent, to our salespeople and our project managers- we are there for you every step of the way. We do residential and commercial paving work. We strive for excellence and focus on customer satisfaction. We provide paving work in Ottawa as well as the surrounding towns including Carp, Kanata, Orleans, Embrun, Russell, Metcalfe, Osgoode, Manotick, and Greely. Canark Paving is a company that genuinely cares about their employees, the environment, and especially our customers.
",canark-paving,2020-02-05T13:01:49.000-05:00,NA,NA,NA,"Paving, 
Re- Paving, 
Excavation","Ottawa Paving, 
Commercial Paving
Asphalt Paving
Driveway Sealing
Driveway Paving
Asphalt Repair
Driveway Repair
Asphalt Ramps (Garage)
Landscaping
Interlock Brick Installation",Smooth Curb Appeal,,2013,15,"Cash, Cheque, E-Transfer, Visa, Mastercard",,,"BBB, Yellowpages, Yelp, Google My Business",TRUE,TRUE,,,TRUE,FALSE,5 Year Full Warranty,2002089,Canark Paving,20,13,53,9.15385,"Paving Contractors, Paver, Asphalt Paving, Paving Stones, Paving Commercial Paving, Asphalt Paving Material, Driveway Paving, residential paving, what is asphalt, asphalt, paving, slabs, pavers, driveway, paver, driveways, pavements, patios, tarmac, paving pavers, asfalt, blacktop, paving stones, paver stones, paving stone, stone paving, stamped concrete, flagstones, paving slabs, patio designs, concrete slabs, block paving, patio design, paving slab, patio ideas, paving flags, asphalt pavement, concrete driveway, driveway concrete, concrete patio, concrete calculator, paving asphalt, asphalt paving, asphalt and paving, concrete contractors, concrete contractors in, concrete driveways, patio pavers, concrete contractor, concrete pavers, seal coating, paving concrete, concrete paving, paving and concrete, paving or concrete, paver patio, sealcoating, paving blocks, ,",0,CanArkPaving,FALSE,0,0,52,FALSE,631a970aa0e1b0d07ca9bd12a5f24013c1bd4d7c,TRUE,NA,TRUE,TRUE,2217872,91.308208852,413,NA,NA,2020-02-05T13:02:16.000-05:00,0
https://homestars.com/on/mechanicsville/paving-contractors,59,"c(""https://homestars.com/on/mechanicsville/paving-contractors?&page=2&"", ""https://homestars.com/on/mechanicsville/paving-contractors?&page=3&"", ""https://homestars.com/on/mechanicsville/paving-contractors?&page=4&"", ""https://homestars.com/on/mechanicsville/paving-contractors?&page=5&"", ""https://homestars.com/on/mechanicsville/paving-contractors?&page=6&"")",Paving Contractors,2897698,http://www.blacktar.ca/,/companies/2897698-black-tar-construction?searched_category_id=413&service_area=2124513,"Black Tar Construction is an Ottawa-based company that offers Asphalt Paving, Interlocking, and Foundation Repair services.

Black Tar Construction was founded in 2013 with the goal of offering outstanding customer service for our customers and a great work environment for our employees. 
The growth of Black Tar has been achieved through exceeding customer expectations year after year. 
The customer is a priority every step of the way. Our commitment to quality has allowed us to foster closer relationships with our customers, suppliers, and staff.

As of 2022, we are a team of over 50 strong, with over 11,500 projects completed successfully in the past 10 years!
",black-tar-construction,2017-05-31T17:38:51.000-04:00,NA,NA,NA,"Paving, Re-Paving, Excavation, Asphalt, Interlock Installation","We offer Asphalt Paving, Interlock Installation, and Asphalt Maintenance Repairs",HL3 Asphalt ,"Asphalt, Interlock",2013,52,"Cash, Cheque, Visa",,Fully Licensed,"BBB, Yellow Pages, Yelp, Google My Business ",TRUE,TRUE,,No job is too small,TRUE,FALSE,Lifetime Warranty,1960122,Black Tar Construction,60,49,40,8.22449,"Paving Contractors, Paver, Asphalt Paving, Paving Stones, Paving Commercial Paving, Asphalt Paving Material, Driveway Paving, residential paving, what is asphalt, asphalt, paving, slabs, pavers, driveway, paver, driveways, pavements, patios, tarmac, paving pavers, asfalt, blacktop, paving stones, paver stones, paving stone, stone paving, stamped concrete, flagstones, paving slabs, patio designs, concrete slabs, block paving, patio design, paving slab, patio ideas, paving flags, asphalt pavement, concrete driveway, driveway concrete, concrete patio, concrete calculator, paving asphalt, asphalt paving, asphalt and paving, concrete contractors, concrete contractors in, concrete driveways, patio pavers, concrete contractor, concrete pavers, seal coating, paving concrete, concrete paving, paving and concrete, paving or concrete, paver patio, sealcoating, paving blocks, ,",0,blacktar,FALSE,0,0,42,FALSE,46c4f641ec313bd00a2bcde778d90a63b5ed9b35,TRUE,2022-11-01T16:51:19.000-04:00,TRUE,TRUE,2124513,80.5919848848,413,NA,NA,2017-05-31T17:39:01.000-04:00,0
https://homestars.com/on/mechanicsville/paving-contractors,59,"c(""https://homestars.com/on/mechanicsville/paving-contractors?&page=2&"", ""https://homestars.com/on/mechanicsville/paving-contractors?&page=3&"", ""https://homestars.com/on/mechanicsville/paving-contractors?&page=4&"", ""https://homestars.com/on/mechanicsville/paving-contractors?&page=5&"", ""https://homestars.com/on/mechanicsville/paving-contractors?&page=6&"")",Paving Contractors,2945696,https://www.facebook.com/Emma-Paving-103964927990495/,/companies/2945696-emma-paving?searched_category_id=413&service_area=2230040,We are a devoted company looking to offer safe and efficient paving services.,emma-paving,2020-07-17T13:30:45.000-04:00,NA,NA,NA,,"Paving & Asphalt Service, Interlock and retaining walls, Excavation",,,2020,6,"Cheque, Cash, Etransfer",,,,FALSE,FALSE,,,FALSE,FALSE,We provide a 1 year warranty,2007833,Emma Paving,5,5,21,10,"Paving Contractors, Paver, Asphalt Paving, Paving Stones, Paving Commercial Paving, Asphalt Paving Material, Driveway Paving, residential paving, what is asphalt, asphalt, paving, slabs, pavers, driveway, paver, driveways, pavements, patios, tarmac, paving pavers, asfalt, blacktop, paving stones, paver stones, paving stone, stone paving, stamped concrete, flagstones, paving slabs, patio designs, concrete slabs, block paving, patio design, paving slab, patio ideas, paving flags, asphalt pavement, concrete driveway, driveway concrete, concrete patio, concrete calculator, paving asphalt, asphalt paving, asphalt and paving, concrete contractors, concrete contractors in, concrete driveways, patio pavers, concrete contractor, concrete pavers, seal coating, paving concrete, concrete paving, paving and concrete, paving or concrete, paver patio, sealcoating, paving blocks, ,",0,emmapaving,FALSE,0,0,22,FALSE,020eadaea3b2de95297e44835bd85f86b79b7be7,TRUE,NA,TRUE,FALSE,2230040,81.760914513,413,NA,NA,2020-07-17T13:36:05.000-04:00,0
https://homestars.com/on/mechanicsville/paving-contractors,59,"c(""https://homestars.com/on/mechanicsville/paving-contractors?&page=2&"", ""https://homestars.com/on/mechanicsville/paving-contractors?&page=3&"", ""https://homestars.com/on/mechanicsville/paving-contractors?&page=4&"", ""https://homestars.com/on/mechanicsville/paving-contractors?&page=5&"", ""https://homestars.com/on/mechanicsville/paving-contractors?&page=6&"")",Paving Contractors,2884194,NA,/companies/2884194-j-wilson-paving?searched_category_id=413&service_area=2084105,NA,j-wilson-paving,2016-02-18T22:33:43.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1946618,J Wilson Paving,15,11,0,9.90909,"Paving Contractors, Paver, Asphalt Paving, Paving Stones, Paving Commercial Paving, Asphalt Paving Material, Driveway Paving, residential paving, what is asphalt, asphalt, paving, slabs, pavers, driveway, paver, driveways, pavements, patios, tarmac, paving pavers, asfalt, blacktop, paving stones, paver stones, paving stone, stone paving, stamped concrete, flagstones, paving slabs, patio designs, concrete slabs, block paving, patio design, paving slab, patio ideas, paving flags, asphalt pavement, concrete driveway, driveway concrete, concrete patio, concrete calculator, paving asphalt, asphalt paving, asphalt and paving, concrete contractors, concrete contractors in, concrete driveways, patio pavers, concrete contractor, concrete pavers, seal coating, paving concrete, concrete paving, paving and concrete, paving or concrete, paver patio, sealcoating, paving blocks, ,",0,NA,FALSE,0,0,0,FALSE,d1460a087dd58e8f100ecc4fed16863e2b6dbad6,FALSE,2016-12-24T09:17:51.000-05:00,TRUE,FALSE,2084105,89.662776722,413,NA,NA,NA,0
https://homestars.com/on/mechanicsville/paving-contractors,59,"c(""https://homestars.com/on/mechanicsville/paving-contractors?&page=2&"", ""https://homestars.com/on/mechanicsville/paving-contractors?&page=3&"", ""https://homestars.com/on/mechanicsville/paving-contractors?&page=4&"", ""https://homestars.com/on/mechanicsville/paving-contractors?&page=5&"", ""https://homestars.com/on/mechanicsville/paving-contractors?&page=6&"")",Paving Contractors,2779421,,/companies/2779421-gagnon-contracting?searched_category_id=413&service_area=1831924,"At Gagnon Contracting we specialize in providing our customers with quality paving and landscaping services at competitive prices.

Our Services Include:

Asphalt Paving, Sod Installtion, Equipment Rentals

",gagnon-contracting,2010-04-25T15:22:23.000-04:00,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1842473,Gagnon Contracting,2,2,0,5,"Paving Contractors, Paver, Asphalt Paving, Paving Stones, Paving Commercial Paving, Asphalt Paving Material, Driveway Paving, residential paving, what is asphalt, asphalt, paving, slabs, pavers, driveway, paver, driveways, pavements, patios, tarmac, paving pavers, asfalt, blacktop, paving stones, paver stones, paving stone, stone paving, stamped concrete, flagstones, paving slabs, patio designs, concrete slabs, block paving, patio design, paving slab, patio ideas, paving flags, asphalt pavement, concrete driveway, driveway concrete, concrete patio, concrete calculator, paving asphalt, asphalt paving, asphalt and paving, concrete contractors, concrete contractors in, concrete driveways, patio pavers, concrete contractor, concrete pavers, seal coating, paving concrete, concrete paving, paving and concrete, paving or concrete, paver patio, sealcoating, paving blocks, ,",0,NA,FALSE,0,0,0,FALSE,ce049a7a4bebc0bdb950f4914314d396aa07d906,TRUE,2011-10-02T13:52:34.000-04:00,FALSE,FALSE,1831924,31.7844179953,413,NA,NA,2010-04-25T15:22:23.000-04:00,NA
https://homestars.com/on/mechanicsville/paving-contractors,59,"c(""https://homestars.com/on/mechanicsville/paving-contractors?&page=2&"", ""https://homestars.com/on/mechanicsville/paving-contractors?&page=3&"", ""https://homestars.com/on/mechanicsville/paving-contractors?&page=4&"", ""https://homestars.com/on/mechanicsville/paving-contractors?&page=5&"", ""https://homestars.com/on/mechanicsville/paving-contractors?&page=6&"")",Paving Contractors,2675689,https://sealadrive.ca/,/companies/2675689-seal-a-drive?searched_category_id=413&service_area=1688893,"Seal-A-Drive is a family owned and operated business that was established in 1990. We are a complete asphalt maintenance company that offers services to commercial and residential customers. Sealadrive was originally started in the Orillia and Barrie area. With Seal-A-Drives success, we have grown and expanded family locations too Ottawa and North Bay. Our aim is to handle all your asphalt care needs with a professional owner-customer based approach providing top quality workmanship. Owner operated hands-on work is what we feel sets us apart from the competition. We take pride in our work and are involved through out the entire process, making sure it is done right the first time. We have a reputation for unmatched professionalism and top quality service. Serving all of Ottawa.",seal-a-drive,2008-03-04T16:55:15.000-05:00,NA,NA,,,"Asphalt Sealing
Asphalt Repairs & Paving
Asphalt Line Striping
Crack Repair Treatment",,,1990,5,"E-transfer, Cash, Cheque",,,,TRUE,FALSE,,No job is too small or big,TRUE,FALSE,"Yes, kindly ask for details.",1738741,Seal A Drive,25,22,30,9.27273,"Paving Contractors, Paver, Asphalt Paving, Paving Stones, Paving Commercial Paving, Asphalt Paving Material, Driveway Paving, residential paving, what is asphalt, asphalt, paving, slabs, pavers, driveway, paver, driveways, pavements, patios, tarmac, paving pavers, asfalt, blacktop, paving stones, paver stones, paving stone, stone paving, stamped concrete, flagstones, paving slabs, patio designs, concrete slabs, block paving, patio design, paving slab, patio ideas, paving flags, asphalt pavement, concrete driveway, driveway concrete, concrete patio, concrete calculator, paving asphalt, asphalt paving, asphalt and paving, concrete contractors, concrete contractors in, concrete driveways, patio pavers, concrete contractor, concrete pavers, seal coating, paving concrete, concrete paving, paving and concrete, paving or concrete, paver patio, sealcoating, paving blocks, ,",0,,FALSE,0,0,31,FALSE,e8d22e545af2ab705d3c927a7a0df23e1c57dea3,TRUE,2021-07-12T17:08:10.000-04:00,TRUE,FALSE,1688893,89.669404516,413,NA,NA,2015-01-19T18:56:48.000-05:00,NA
https://homestars.com/on/mechanicsville/paving-contractors,59,"c(""https://homestars.com/on/mechanicsville/paving-contractors?&page=2&"", ""https://homestars.com/on/mechanicsville/paving-contractors?&page=3&"", ""https://homestars.com/on/mechanicsville/paving-contractors?&page=4&"", ""https://homestars.com/on/mechanicsville/paving-contractors?&page=5&"", ""https://homestars.com/on/mechanicsville/paving-contractors?&page=6&"")",Paving Contractors,2856569,http://www.wciottawa.com,/companies/2856569-wci-ottawa-inc?searched_category_id=413&service_area=1981882,"WCI 246 Westbrook Rd, Ottawa
Asphalt Paving Contractor
Landscaping Contractor
Interlock Contractor",wci-ottawa-inc,2014-07-15T12:34:51.000-04:00,NA,NA,NA,,"Paving, Landscaping & Interlock",,,1992,NA,,,,,TRUE,FALSE,,,FALSE,FALSE,,1918999,WCI Ottawa Inc.,5,5,15,7.8,"Paving Contractors, Paver, Asphalt Paving, Paving Stones, Paving Commercial Paving, Asphalt Paving Material, Driveway Paving, residential paving, what is asphalt, asphalt, paving, slabs, pavers, driveway, paver, driveways, pavements, patios, tarmac, paving pavers, asfalt, blacktop, paving stones, paver stones, paving stone, stone paving, stamped concrete, flagstones, paving slabs, patio designs, concrete slabs, block paving, patio design, paving slab, patio ideas, paving flags, asphalt pavement, concrete driveway, driveway concrete, concrete patio, concrete calculator, paving asphalt, asphalt paving, asphalt and paving, concrete contractors, concrete contractors in, concrete driveways, patio pavers, concrete contractor, concrete pavers, seal coating, paving concrete, concrete paving, paving and concrete, paving or concrete, paver patio, sealcoating, paving blocks, ,",0,NA,FALSE,0,0,17,FALSE,51f8eb7bcb3d492a8bd74197a2e315badeb6b436,FALSE,2014-07-15T12:39:08.000-04:00,TRUE,FALSE,1981882,74.9124799642,413,NA,NA,2014-07-15T12:34:53.000-04:00,0
